No. ,"Author, Specimen Name ",Comments ,Specimen_Type,Load_History,Bar_Type,Steel_Origin,Bar_Grade,Nominal Diameter,Gauge Length,Corrosion_Method,Cathode_Type,Cleaning_Method,Current Density,Exposure Duration,Solution Concentration,Mass Loss,Corroded Length,Corrosion Penetration Depth,Fy,ln(Fy)
399,"Salvatore et al. (2014), B450C-25-TEMP-Prod.2 10.10","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B450C,25,250,EI,Carbon steel,Mechanical,188.51,90,5,8.37,21.6,0.523,253.05,5.533569199
400,"Salvatore et al. (2014), B450C-25-TEMP-Prod.2-1","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B450C,25,250,EI,Carbon steel,Mechanical,16.33,45,5,0.37,22,0.023,245.58,5.503639814
401,"Salvatore et al. (2014), B450C-25-TEMP-Prod.2-2","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B450C,25,250,EI,Carbon steel,Mechanical,30.91,45,5,0.7,25.5,0.044,242.98,5.492989658
402,"Salvatore et al. (2014), B450C-25-TEMP-Prod.2-3","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B450C,25,250,EI,Carbon steel,Mechanical,34.45,45,5,0.78,22.9,0.049,244.16,5.497826427
403,"Salvatore et al. (2014), B500B-25-TEMP-Prod.2-C1",Control.,Bare,None,D,Italy,B500B,25,250,Control,Control,N/A,0,0,0,0,0,0,260.54,5.562741837
404,"Salvatore et al. (2014), B500B-25-TEMP-Prod.2-C2",Control.,Bare,None,D,Italy,B500B,25,250,Control,Control,N/A,0,0,0,0,0,0,257.99,5.55293431
405,"Salvatore et al. (2014), B500B-25-TEMP-Prod.2-C3",Control.,Bare,None,D,Italy,B500B,25,250,Control,Control,N/A,0,0,0,0,0,0,261.09,5.564849795
406,"Salvatore et al. (2014), B500B-25-TEMP-Prod.2 6.9","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B500B,25,250,EI,Carbon steel,Mechanical,79.18,90,5,3.56,21.7,0.223,261.68,5.567140919
407,"Salvatore et al. (2014), B500B-25-TEMP-Prod.2 6.1","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B500B,25,250,EI,Carbon steel,Mechanical,479.46,90,5,20.57,23.2,1.286,263.65,5.574616192
408,"Salvatore et al. (2014), B500B-25-TEMP-Prod.2 6.8","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B500B,25,250,EI,Carbon steel,Mechanical,62.38,90,5,2.81,22.8,0.176,262.67,5.570885541
409,"Salvatore et al. (2014), B500B-25-TEMP-Prod.2-1","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B500B,25,250,EI,Carbon steel,Mechanical,73.93,45,5,1.67,26.4,0.104,254.47,5.539179041
410,"Salvatore et al. (2014), B500B-25-TEMP-Prod.2-2","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B500B,25,250,EI,Carbon steel,Mechanical,82.38,45,5,1.86,23,0.116,257.37,5.550495935
411,"Salvatore et al. (2014), B500B-25-TEMP-Prod.2-3","UniPi (University of Pisa) experimental tests. Producer 2, TEMP-CORE Corrosion limited to small central region by protective wax.",Bare,None,D,Italy,B500B,25,250,EI,Carbon steel,Mechanical,94.4,45,5,2.13,24.2,0.133,252.16,5.530071333
412,"Salvatore et al. (2014), B400C-16-TEMP-R-Prod.1-1",Control.,Bare,None,D,Greece,B400C,16,160,Control,Control,N/A,0,0,0,0,0,0,87.86,4.475790885
413,"Salvatore et al. (2014), B400C-16-TEMP-R-Prod.1-2",Control.,Bare,None,D,Greece,B400C,16,160,Control,Control,N/A,0,0,0,0,0,0,87.46,4.471203721
414,"Salvatore et al. (2014), B400C-16-TEMP-R-Prod.1-3",Control.,Bare,None,D,Greece,B400C,16,160,Control,Control,N/A,0,0,0,0,0,0,87.06,4.466595418
415,"Salvatore et al. (2014), B400C-16-TEMP-R-Prod.1-4","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B400C,16,160,EI,Carbon steel,Mechanical,168.98,45,5,5.9,21,0.236,87.46,4.471203721
416,"Salvatore et al. (2014), B400C-16-TEMP-R-Prod.1-5","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B400C,16,160,EI,Carbon steel,Mechanical,157.36,45,5,5.5,22,0.22,86.66,4.46196578
417,"Salvatore et al. (2014), B400C-16-TEMP-R-Prod.1-6","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B400C,16,160,EI,Carbon steel,Mechanical,137.09,45,5,4.8,21.4,0.192,86.26,4.457314609
418,"Salvatore et al. (2014), B400C-16-TEMP-R-Prod.1-7","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B400C,16,160,EI,Carbon steel,Mechanical,122.57,90,5,8.5,22.7,0.34,80.42,4.387322237
419,"Salvatore et al. (2014), B400C-16-TEMP-R-Prod.1-8","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B400C,16,160,EI,Carbon steel,Mechanical,140.32,90,5,9.7,21,0.388,83.24,4.421723664
420,"Salvatore et al. (2014), B400C-16-TEMP-R-Prod.1-9","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B400C,16,160,EI,Carbon steel,Mechanical,138.84,90,5,9.6,21.6,0.384,82.03,4.407124865
421,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.1-1",Control.,Bare,None,D,Greece,B450C,16,160,Control,Control,N/A,0,0,0,0,0,0,108.77,4.689276969
422,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.1-2",Control.,Bare,None,D,Greece,B450C,16,160,Control,Control,N/A,0,0,0,0,0,0,106.96,4.67250118
423,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.1-4","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,171.89,45,5,6,25,0.24,106.16,4.664953974
424,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.1-5","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,177.72,45,5,6.2,23,0.248,107.37,4.676253529
425,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.1-6","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,174.8,45,5,6.1,25,0.244,107.17,4.674379114
426,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.1-7","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,162.68,90,5,11.2,25.7,0.448,102.94,4.634182315
427,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.1-8","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,164.18,90,5,11.3,25.3,0.452,102.34,4.628305707
428,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.1-9","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,146.26,90,5,10.1,25.3,0.404,99.73,4.602433617
429,"Salvatore et al. (2014), B500B-16-TEMP-R-Prod.1-1",Control.,Bare,None,D,Greece,B500B,16,160,Control,Control,N/A,0,0,0,0,0,0,104.95,4.653525278
430,"Salvatore et al. (2014), B500B-16-TEMP-R-Prod.1-2",Control.,Bare,None,D,Greece,B500B,16,160,Control,Control,N/A,0,0,0,0,0,0,105.36,4.657349375
431,"Salvatore et al. (2014), B500B-16-TEMP-R-Prod.1-4","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B500B,16,160,EI,Carbon steel,Mechanical,134.19,45,5,4.7,23,0.188,106.36,4.666846122
432,"Salvatore et al. (2014), B500B-16-TEMP-R-Prod.1-5","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B500B,16,160,EI,Carbon steel,Mechanical,154.46,45,5,5.4,25,0.216,103.55,4.640024591
433,"Salvatore et al. (2014), B500B-16-TEMP-R-Prod.1-6","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B500B,16,160,EI,Carbon steel,Mechanical,88.15,45,5,3.1,0.3,0.124,103.35,4.638080956
434,"Salvatore et al. (2014), B500B-16-TEMP-R-Prod.1-7","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B500B,16,160,EI,Carbon steel,Mechanical,164.18,90,5,11.3,23.3,0.452,98.12,4.586173096
435,"Salvatore et al. (2014), B500B-16-TEMP-R-Prod.1-8","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B500B,16,160,EI,Carbon steel,Mechanical,143.29,90,5,9.9,25.6,0.396,98.92,4.594336407
436,"Salvatore et al. (2014), B500B-16-TEMP-R-Prod.1-9","UPA (University of Patras) experimental tests. Producer 1, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B500B,16,160,EI,Carbon steel,Mechanical,162.68,90,5,11.2,25.7,0.448,98.72,4.592301818
437,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.2-1",Control.,Bare,None,D,Greece,B450C,16,160,Control,Control,N/A,0,0,0,0,0,0,95.1,4.554953079
438,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.2-2",Control.,Bare,None,D,Greece,B450C,16,160,Control,Control,N/A,0,0,0,0,0,0,99.93,4.604447716
439,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.2-3",Control.,Bare,None,D,Greece,B450C,16,160,Control,Control,N/A,0,0,0,0,0,0,104.75,4.651607732
440,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.2-4","UPA (University of Patras) experimental tests. Producer 2, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,183.55,45,5,6.4,29.9,0.256,92.89,4.531422581
441,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.2-6","UPA (University of Patras) experimental tests. Producer 2, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,177.72,45,5,6.2,21,0.248,95.1,4.554953079
442,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.2-8","UPA (University of Patras) experimental tests. Producer 2, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,177.72,45,5,6.2,20.1,0.248,95.1,4.554953079
443,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.2-5","UPA (University of Patras) experimental tests. Producer 2, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,137.35,90,5,9.5,25.7,0.38,96.31,4.567558288
444,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.2-11","UPA (University of Patras) experimental tests. Producer 2, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,129.95,90,5,9,25.3,0.36,97.92,4.584121813
445,"Salvatore et al. (2014), B450C-16-TEMP-R-Prod.2-12","UPA (University of Patras) experimental tests. Producer 2, TEMP-CORE. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B450C,16,160,EI,Carbon steel,Mechanical,132.91,90,5,9.2,25.3,0.368,92.09,4.522726874
446,"Salvatore et al. (2014), B500B-12-ST R-Prod.1-4",Control.,Bare,None,D,Greece,B500B,12,120,Control,Control,N/A,0,0,0,0,0,0,60.85,4.108352105
447,"Salvatore et al. (2014), B500B-12-ST R-Prod.1-11",Control.,Bare,None,D,Greece,B500B,12,120,Control,Control,N/A,0,0,0,0,0,0,60.15,4.096761024
448,"Salvatore et al. (2014), B500B-12-ST R-Prod.1-13",Control.,Bare,None,D,Greece,B500B,12,120,Control,Control,N/A,0,0,0,0,0,0,58.58,4.070468788
449,"Salvatore et al. (2014), B500B-12-ST R-Prod.1-1","UPA (University of Patras) experimental tests. Producer 1, Stretched. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B500B,12,120,EI,Carbon steel,Mechanical,106.35,90,5,9.8,22.9,0.294,60.28,4.099014969
450,"Salvatore et al. (2014), B500B-12-STR-Prod.1-2","UPA (University of Patras) experimental tests. Producer 1, Stretched. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B500B,12,120,EI,Carbon steel,Mechanical,119.77,90,5,11,19.6,0.33,59.15,4.080075009
451,"Salvatore et al. (2014), B500B-12-STR-Prod.1-3","UPA (University of Patras) experimental tests. Producer 1, Stretched. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B500B,12,120,EI,Carbon steel,Mechanical,107.47,90,5,9.9,22,0.297,58.25,4.064660446
452,"Salvatore et al. (2014), B400C-16-MA-Prod.2-1","UPA (University of Patras) experimental tests. Producer 1, Macro Alloyed. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B400C,16,160,EI,Carbon steel,Mechanical,86.09,90,5,6.01,22.5,0.24,91.08,4.511749816
453,"Salvatore et al. (2014), B400C-16-MA-Prod.2-2","UPA (University of Patras) experimental tests. Producer 1, Macro Alloyed. Corrosion limited to small central region by protective wax.",Bare,None,D,Greece,B400C,16,160,EI,Carbon steel,Mechanical,138.84,90,5,9.6,22.5,0.384,91.28,4.513954888
454,"Zhu and François (2014), B2T2-1",Control. 27 years old. ,Embedded,Pre-loaded,D,France,B500B,12,200,Control,Control,N/A,0,0,0,0,0,0,61.23,4.114705486
455,"Zhu and François (2014), B2T2-2",Control. 27 years old. ,Embedded,Pre-loaded,D,France,B500B,12,200,Control,Control,N/A,0,0,0,0,0,0,61.56,4.119975738
456,"Zhu and François (2014), B2C12-1",27 years old. ,Embedded,Pre-loaded,D,France,B500B,12,200,EI,Internal carbon steel,Chemical,1.8,9862,3.5,24.28,575,0.728,53.22,3.974452402
457,"Zhu and François (2014), B2C12-2",27 years old. ,Embedded,Pre-loaded,D,France,B500B,12,200,EI,Internal carbon steel,Chemical,1.8,9862,3.5,22.47,575,0.674,52.86,3.967647841
458,"Zhu and François (2014), B2C12-3",27 years old. ,Embedded,Pre-loaded,D,France,B500B,12,200,EI,Internal carbon steel,Chemical,1.8,9862,3.5,22.7,575,0.681,55.33,4.013257022
459,"Fernandez et al. (2015), MT-10-1",Control.,Embedded,Pre-loaded,D,Spain,B500SD,10,170,Control,Control,N/A,0,0,0,0,0,0,42.9,3.758871826
460,"Fernandez et al. (2015), MT-10-2",Control.,Embedded,Pre-loaded,D,Spain,B500SD,10,170,Control,Control,N/A,0,0,0,0,0,0,42.4,3.747148362
461,"Fernandez et al. (2015), MT-10-3",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,50,3.5,8.4,315,0.21,34.2,3.532225644
462,"Fernandez et al. (2015), MT-10-4",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,50,3.5,8.7,315,0.218,33.6,3.514526067
463,"Fernandez et al. (2015), MT-10-5",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,50,3.5,8.8,315,0.22,32.1,3.46885603
464,"Fernandez et al. (2015), MT-10-6",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,50,3.5,9.3,315,0.233,33.1,3.499533282
465,"Fernandez et al. (2015), MT-10-7",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,50,3.5,9.5,315,0.238,32.1,3.46885603
466,"Fernandez et al. (2015), MT-10-8",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,50,3.5,10,315,0.25,31.6,3.453157121
467,"Fernandez et al. (2015), MT-10-9",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,50,3.5,11.1,315,0.278,32.6,3.484312288
468,"Fernandez et al. (2015), MT-10-10",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,12.6,315,0.315,30.1,3.404525172
469,"Fernandez et al. (2015), MT-10-11",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,12.9,315,0.323,27.5,3.314186005
470,"Fernandez et al. (2015), MT-10-12",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,80,3.5,14.3,315,0.358,32,3.465735903
471,"Fernandez et al. (2015), MT-10-13",,Embedded,Pre-loaded,D,Spain,B500SD,10,170,IC,Internal stainless steel bar,Sandblasting,300,80,3.5,18.5,315,0.463,22.9,3.131136911
472,"Fernandez et al. (2015), MT-12-1",Control.,Embedded,Pre-loaded,D,Spain,B500SD,12,170,Control,Control,N/A,0,0,0,0,0,0,61.5,4.119037175
473,"Fernandez et al. (2015), MT-12-2",Control.,Embedded,Pre-loaded,D,Spain,B500SD,12,170,Control,Control,N/A,0,0,0,0,0,0,61.4,4.117409835
474,"Fernandez et al. (2015), MT-12-3",Control.,Embedded,Pre-loaded,D,Spain,B500SD,12,170,Control,Control,N/A,0,0,0,0,0,0,63.2,4.146304301
475,"Fernandez et al. (2015), MT-12-4",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,9.1,315,0.273,61.2,4.11414719
476,"Fernandez et al. (2015), MT-12-5",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,9.6,315,0.288,45.6,3.819907717
477,"Fernandez et al. (2015), MT-12-6",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,9.7,315,0.291,45.1,3.808882247
478,"Fernandez et al. (2015), MT-12-7",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,9.7,315,0.291,45.4,3.815512105
479,"Fernandez et al. (2015), MT-12-8",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,10.7,315,0.321,46.5,3.839452313
480,"Fernandez et al. (2015), MT-12-9",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,10.8,315,0.324,45.6,3.819907717
481,"Fernandez et al. (2015), MT-12-10",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,11.1,315,0.333,45.4,3.815512105
482,"Fernandez et al. (2015), MT-12-11",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,65,3.5,11.3,315,0.339,46.6,3.841600541
483,"Fernandez et al. (2015), MT-12-12",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,80,3.5,12,315,0.36,48,3.871201011
484,"Fernandez et al. (2015), MT-12-13",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,80,3.5,12.1,315,0.363,44.7,3.799973502
485,"Fernandez et al. (2015), MT-12-14",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,80,3.5,12.2,315,0.366,44.8,3.802208139
486,"Fernandez et al. (2015), MT-12-15",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,80,3.5,12.4,315,0.372,43,3.761200116
487,"Fernandez et al. (2015), MT-12-16",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,95,3.5,14.6,315,0.438,44.9,3.804437795
488,"Fernandez et al. (2015), MT-12-17",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,95,3.5,14.9,315,0.447,45.1,3.808882247
489,"Fernandez et al. (2015), MT-12-18",,Embedded,Pre-loaded,D,Spain,B500SD,12,170,IC,Internal stainless steel bar,Sandblasting,300,95,3.5,15,315,0.45,40.4,3.698829785
